chr,target_id,ext_gene
chrII,Y17G7B.6c,
chrII,Y17G7B.24,
chrII,Y17G7B.12.1,
chrII,Y17G7B.9,
chrII,Y17G7B.25,
chrII,Y17G7B.11,
chrII,Y17G7B.22,
chrII,Y17G7B.15b,
chrII,Y17G7B.17.2,
chrII,Y17G7B.18b,
chrII,Y43F11A.1,
chrII,Y43F11A.4,
chrII,Y57A10A.1,
chrII,Y57A10A.3,
chrII,Y57A10A.5,
chrII,Y57A10A.7,
chrII,Y57A10A.11,
chrII,Y57A10A.43,
chrII,Y57A10A.15,
chrII,Y57A10A.35,
chrII,Y57A10A.18c,
chrII,Y57A10A.18e,
chrII,Y57A10A.37,
chrII,Y57A10A.38,
chrII,Y57A10A.20,
chrII,Y57A10A.42,
chrII,Y57A10A.42b,
chrII,Y57A10A.23,
chrII,Y57A10A.9,
chrII,Y57A10A.10,
chrII,Y57A10A.26.1,
chrII,Y57A10A.27,
chrII,Y57A10A.29.2,
chrII,Y57A10A.30.2,
chrII,Y57A10A.30.3,
chrII,C50E10.1,
chrII,C50E10.12,
chrII,C50E10.2b,
chrII,C50E10.2d,
chrII,C50E10.3,sre-53
chrII,C50E10.16,C50E10.16
chrII,C50E10.15,C50E10.15
chrII,C50E10.6,sre-54
chrII,C50E10.4a,sop-2
chrII,C50E10.4c,sop-2
chrII,C44C11.6,C44C11.6
chrII,C44C11.t1,
chrII,C44C11.7b,mir-4806
chrII,C44C11.1b,ras-1
chrII,C44C11.8,linc-164
chrII,C44C11.3,C44C11.3
chrII,Y57A10B.1,marc-5
chrII,Y57A10B.t1,Y57A10B.t1
chrII,Y57A10B.2,Y57A10B.2
chrII,Y57A10B.4,sre-42
chrII,Y57A10B.10,Y57A10B.10
chrII,Y57A10B.7,Y57A10B.7
chrII,F57G9.9,21ur-14127
chrII,F57G9.8,21ur-15291
chrII,F57G9.2,sre-30
chrII,F57G9.3,F57G9.3
chrII,Y57A10C.12,Y57A10C.12
chrII,Y57A10C.3,sre-27
chrII,Y57A10C.5,sre-25
chrII,Y57A10C.8,Y57A10C.8
chrII,Y57A10C.9,Y57A10C.9
chrII,Y57A10C.10,Y57A10C.10
chrII,W05H5.10,W05H5.10
chrII,W05H5.3,pitr-6
chrII,W05H5.4,srh-27
chrII,W05H5.6,
chrII,F15A4.1,
chrII,F15A4.12.2,
chrII,F15A4.2,
chrII,F15A4.4,
chrII,F15A4.6,
chrII,F15A4.8a,
chrII,F15A4.8c,
chrII,F15A4.13,
chrII,F15A4.10,
chrII,T21B4.1,
chrII,T21B4.19,
chrII,T21B4.18,
chrII,T21B4.4a,
chrII,T21B4.5,
chrII,T21B4.10,
chrII,T21B4.7,
chrII,T21B4.9,
chrII,T21B4.13,
chrII,T21B4.13b,
chrII,T21B4.21,
chrII,F49C5.1,
chrII,F49C5.4,
chrII,F49C5.13,
chrII,F49C5.14,
chrII,F49C5.15,
chrII,F49C5.t2,
chrII,F49C5.5,
chrII,F49C5.11a,
chrII,F49C5.11c,
chrII,F49C5.6,
chrII,Y38E10A.1,
chrII,Y38E10A.3,
chrII,Y38E10A.5,
chrII,Y38E10A.8,
chrII,Y38E10A.10,
chrII,Y38E10A.25,
chrII,Y38E10A.12,
chrII,Y38E10A.13,
chrII,Y38E10A.14,
chrII,Y38E10A.16,
chrII,Y38E10A.17,
chrII,Y38E10A.27,
chrII,Y38E10A.19,
chrII,Y38E10A.t3,
chrII,Y38E10A.21b,rgs-4
chrII,Y38E10A.22a,
chrII,Y38E10A.22c,
chrII,Y38E10A.31,
chrII,Y38E10A.24.2,
chrII,Y46G5A.2,
chrII,Y46G5A.1c,
chrII,Y46G5A.45,
chrII,Y46G5A.5,
chrII,Y46G5A.43,
chrII,Y46G5A.42,
chrII,Y46G5A.41,
chrII,Y46G5A.8,
chrII,Y46G5A.12,
chrII,Y46G5A.14,
chrII,Y46G5A.15,
chrII,Y46G5A.17,
chrII,Y46G5A.18b,
chrII,Y46G5A.19b.2,
chrII,Y46G5A.19b.1,
chrII,Y46G5A.21,
chrII,Y46G5A.22a,
chrII,Y46G5A.37,
chrII,Y46G5A.23,
chrII,Y46G5A.24,
chrII,Y46G5A.26a,
chrII,Y46G5A.27,
chrII,Y46G5A.29,
chrII,Y46G5A.30,
chrII,F35C5.1,
chrII,F35C5.2,
chrII,F35C5.4,
chrII,F35C5.5b,
chrII,F35C5.7,
chrII,F35C5.8.1,
chrII,F35C5.10,
chrII,F35C5.12,
chrII,F58G1.2a.2,
chrII,F58G1.2b,
chrII,F58G1.9,
chrII,F58G1.3,
chrII,F58G1.5,
chrII,F58G1.7,
chrII,F58G1.11,
chrII,Y38F1A.1,
chrII,Y38F1A.2,
chrII,Y38F1A.5.2,cyd-1
chrII,Y38F1A.12,Y38F1A.12
chrII,Y38F1A.6.2,Y38F1A.6
chrII,Y38F1A.6.4,Y38F1A.6
chrII,Y38F1A.6.6,Y38F1A.6
chrII,Y38F1A.7,Y38F1A.7
chrII,Y38F1A.9,oig-2
chrII,F18A11.5a,F18A11.5
chrII,Y38F1A.10c,max-2
chrII,Y38F1A.10d,max-2
chrII,Y38F1A.10f,max-2
chrII,F18A11.9,F18A11.9
chrII,F18A11.10,F18A11.10
chrII,F18A11.12,F18A11.12
chrII,F18A11.3,F18A11.3
chrII,F18A11.1.1,puf-6
chrII,F18A11.6,F18A11.6
chrII,F42G4.2,F42G4.2
chrII,F42G4.3e.2,zyx-1
chrII,F42G4.3e.1,zyx-1
chrII,F42G4.10,
chrII,F42G4.3d,zyx-1
chrII,F42G4.3b,
chrII,F42G4.5a,F42G4.5
chrII,F42G4.6,F42G4.6
chrII,Y81G3A.6,Y81G3A.6
chrII,Y81G3A.3a,gcn-2
chrII,Y81G3A.4a,Y81G3A.4
chrII,Y81G3A.5a,col-86
chrII,F29C12.1a,
chrII,F29C12.4,
chrII,F29C12.7,
chrII,F32A11.5,
chrII,F32A11.7,
chrII,F32A11.3,
chrII,F32A11.1,
chrII,F32A11.8,
chrII,W09H1.1b,
chrII,W09H1.8a,
chrII,W09H1.3,
chrII,W09H1.5,
chrII,W09H1.6a,
chrII,F15D4.1,
chrII,F15D4.8,
chrII,F15D4.4,
chrII,F15D4.9,
chrII,F15D4.6.2,
chrII,Y48C3A.1,
chrII,Y48C3A.5a,
chrII,Y48C3A.5c,
chrII,Y48C3A.22,
chrII,Y48C3A.3,
chrII,Y48C3A.8a.1,
chrII,Y48C3A.8b,
chrII,Y48C3A.21b,
chrII,Y48C3A.10,
chrII,Y48C3A.25,
chrII,Y48C3A.12,
chrII,Y48C3A.14c,
chrII,Y48C3A.14d,
chrII,Y48C3A.17a,
chrII,Y48C3A.17c,
chrII,Y48C3A.18a,
chrII,Y48C3A.18c,
chrII,Y48E1C.1c,
chrII,Y48E1C.1d.3,
chrII,Y48E1C.1d.1,
chrII,Y48E1C.4a,
chrII,Y48E1C.3,
chrII,E01G4.8,
chrII,E01G4.4b,
chrII,E01G4.4c.2,
chrII,E01G4.4c.4,
chrII,E01G4.3b.1,
chrII,E01G4.3a,
chrII,E01G4.9,
chrII,E01G4.5,
chrII,E01G4.6,
chrII,F45H10.1a.1,
chrII,F45H10.2.2,
chrII,F45H10.3,
chrII,F45H10.5.1,
chrII,F54F11.1,
chrII,F54F11.2b,
chrII,F54F11.5,
chrII,F54F11.6,
chrII,Y48E1B.14b,
chrII,Y48E1B.2b.1,
chrII,Y48E1B.2c,
chrII,Y48E1B.3a,
chrII,Y48E1B.3c.1,
chrII,Y48E1B.3d,
chrII,Y48E1B.7.2,
chrII,Y48E1B.8,
chrII,Y48E1B.9a.1,
chrII,Y48E1B.9b,
chrII,Y48E1B.12,
chrII,Y48E1B.13b,
chrII,Y48E1B.10,
chrII,F37B1.4,
chrII,F37B1.2,
chrII,F37B1.9b,
chrII,F37B1.5,
chrII,F37B1.6,
chrII,C31C9.1a,
chrII,C31C9.2,
chrII,C31C9.4,
chrII,C31C9.6,
chrII,Y48E1A.1a,
chrII,Y54G9A.3a,
chrII,Y54G9A.3c,
chrII,Y54G9A.11,
chrII,Y54G9A.8,
chrII,Y54G9A.5,
chrII,Y54G9A.6,
chrII,Y54G9A.15,
chrII,Y54G9A.12,
chrII,R06B9.5,
chrII,R06B9.4,
chrII,R06B9.1,
chrII,C01B9.4,
chrII,C01B9.7,
chrII,C01B9.1a,
chrII,C01B9.5,
chrII,ZK131.11b,
chrII,ZK131.10,
chrII,ZK131.9,
chrII,ZK131.8,
chrII,ZK131.6,
chrII,ZK131.13,
chrII,ZK131.3,
chrII,ZK131.1,
chrII,F08G2.2,
chrII,F08G2.15,
chrII,F08G2.4,
chrII,F08G2.13,
chrII,F08G2.6,
chrII,F08G2.9,
chrII,F08G2.14,
chrII,F08G2.8,
chrII,Y51H1A.2a,
chrII,Y51H1A.2c,
chrII,Y51H1A.2e.1,
chrII,Y51H1A.2e.3,
chrII,Y51H1A.3a.1,
chrII,Y51H1A.3b.1,
chrII,Y51H1A.4,
chrII,Y51H1A.6b.2,mcd-1
chrII,W02B8.1.1,W02B8.1
chrII,W02B8.11,W02B8.11
chrII,W02B8.12,W02B8.12
chrII,W02B8.9,W02B8.9
chrII,W02B8.4,mltn-4
chrII,W02B8.5,hot-3
chrII,W02B8.7,W02B8.7
chrII,W07G1.14,W07G1.14
chrII,W07G1.1,W07G1.1
chrII,W07G1.19,W07G1.19
chrII,W07G1.17,W07G1.17
chrII,W07G1.2,sre-44
chrII,W07G1.3.1,zip-3
chrII,W07G1.5a,W07G1.5
chrII,W07G1.11,W07G1.11
chrII,W07G1.13,W07G1.13
chrII,W07G1.20,W07G1.20
chrII,W07G1.18,W07G1.18
chrII,W07G1.7,W07G1.7
chrII,Y39G8B.1b,Y39G8B.1
chrII,Y39G8B.2,Y39G8B.2
chrII,Y39G8B.3,sre-48
chrII,Y39G8B.10,Y39G8B.10
chrII,Y39G8B.5,Y39G8B.5
chrII,Y39G8B.8,Y39G8B.8
chrII,F01D5.11,fbxa-177
chrII,F01D5.2,F01D5.2
chrII,F01D5.4,F01D5.4
chrII,F01D5.6,F01D5.6
chrII,F01D5.7a,F01D5.7
chrII,F01D5.8a.1,F01D5.8
chrII,F01D5.8b,F01D5.8
chrII,F01D5.10,F01D5.10
chrII,F01D5.12,F01D5.12
chrII,W01G7.6,W01G7.6
chrII,W01G7.3.2,rpb-11
chrII,W01G7.4,W01G7.4
chrII,Y39G8C.1,xrn-1
chrII,Y39G8C.13,Y39G8C.13
chrII,Y39G8C.10,Y39G8C.10
chrII,Y39G8C.11,Y39G8C.11
chrII,Y39G8C.7,Y39G8C.7
chrII,Y39G8C.2,Y39G8C.2
chrII,Y39G8C.3b,bkip-1
chrII,Y39G8C.3a,bkip-1
chrII,K09E4.6,cpg-7
chrII,K09E4.4.2,K09E4.4
chrII,K09E4.3b,K09E4.3
chrII,K09E4.2b,K09E4.2
chrII,W03H9.4b,cacn-1
chrII,K09E4.1,K09E4.1
chrII,W03H9.2b,W03H9.2
chrII,Y48B6A.1,Y48B6A.1
chrII,Y48B6A.2.2,rpl-43
chrII,Y48B6A.4,
chrII,Y48B6A.6a.2,
chrII,Y48B6A.6b,
chrII,Y48B6A.19,
chrII,Y48B6A.8,
chrII,Y48B6A.20,
chrII,Y48B6A.10,
chrII,Y48B6A.16,
chrII,Y48B6A.13a,
chrII,Y48B6A.12.1,
chrII,Y48B6A.11,
chrII,Y48B6A.21,
chrII,Y48B6A.14,
chrII,Y54G11A.19,
chrII,Y54G11A.3,
chrII,Y54G11A.15,srh-42
chrII,Y54G11A.4,Y54G11A.4
chrII,Y54G11A.5.1,ctl-2
chrII,Y54G11A.6,ctl-1
chrII,Y54G11A.13b,ctl-3
chrII,Y54G11A.14b,Y54G11A.14
chrII,Y54G11A.8b,ddl-3
chrII,Y54G11A.10a,lin-7
chrII,Y54G11A.17,Y54G11A.17
chrII,Y54G11A.11.1,Y54G11A.11
chrII,R06A4.9a,pfs-2
chrII,R06A4.2,R06A4.2
chrII,R06A4.4b,imb-2
chrII,R06A4.10b,acr-20
chrII,R06A4.6,sdz-26
chrII,F26H11.8,F26H11.8
chrII,F26H11.2a,nurf-1
chrII,F26H11.2c,nurf-1
chrII,F26H11.2k,nurf-1
chrII,F26H11.2l,nurf-1
chrII,F26H11.7,mir-5595
chrII,F26H11.7a,mir-5595
chrII,F26H11.2h,
chrII,F26H11.2p,
chrII,F26H11.2f,
chrII,F26H11.2j,
chrII,F26H11.9,F26H11.9
chrII,F26H11.6,dsb-2
chrII,K04B12.5,
chrII,K04B12.7,
chrII,K04B12.2b.2,
chrII,K04B12.2b.1,
chrII,K04B12.8,
chrII,K04B12.3b,
chrII,K04B12.4,
chrII,C13B4.3,
chrII,C13B4.3b,mir-234
chrII,C13B4.1a,
chrII,C13B4.1b.2,
chrII,C13B4.5,
chrII,C13B4.4,
chrII,K10H10.1.1,
chrII,K10H10.2.1,
chrII,K10H10.14,
chrII,K10H10.3a,
chrII,K10H10.3c,
chrII,K10H10.4a,
chrII,K10H10.15,
chrII,K10H10.6,
chrII,K10H10.7,
chrII,K10H10.10b,
chrII,K10H10.9,
chrII,F57C2.1,
chrII,F57C2.4,
chrII,F57C2.5a.2,
chrII,F57C2.5b.2,
chrII,F57C2.6a,
chrII,F57C2.6c,
chrII,C04H5.2.1,
chrII,C04H5.7a,
chrII,C04H5.9,
chrII,C04H5.8a,
chrII,C04H5.6a,
chrII,C04H5.10,
chrII,C01G12.14,
chrII,C01G12.15,
chrII,C01G12.2,
chrII,C01G12.10.1,
chrII,C01G12.11,
chrII,C01G12.4,
chrII,C01G12.6,
chrII,C01G12.8,
chrII,F19H8.2,F19H8.2
chrII,F19H8.3,arl-3
chrII,F19H8.4,
chrII,F19H8.6,F19H8.6
chrII,C38C6.6,tag-297
chrII,C38C6.3,C38C6.3
chrII,C38C6.9,C38C6.9
chrII,C38C6.8,C38C6.8
chrII,C38C6.2b,atgp-2
chrII,C38C6.2c.2,atgp-2
chrII,C38C6.7a,C38C6.7
chrII,ZC101.2g,unc-52
chrII,ZC101.2a,unc-52
chrII,ZC101.2d,unc-52
chrII,ZC101.2i,unc-52
chrII,ZC101.2k,unc-52
chrII,ZC101.2m,unc-52
chrII,ZC101.2o,unc-52
chrII,ZC101.2b,unc-52
chrII,K02B7.3a,K02B7.3
chrII,C09F9.2,C09F9.2
chrII,C09F9.7b,C09F9.7
chrII,C09F9.3c,glna-1
chrII,C09F9.3e,glna-1
chrII,C09F9.3b,glna-1
chrII,C09F9.8,C09F9.8
chrII,Y54E2A.2,smg-9
chrII,Y54E2A.4a,Y54E2A.4
chrII,Y54E2A.4b,
chrII,Y54E2A.4c,Y54E2A.4
chrII,Y54E2A.8b,Y54E2A.8
chrII,Y54E2A.14,21ur-13213
chrII,Y54E2A.10,Y54E2A.10
chrII,Y54E2A.11a.3,eif-3.B
chrII,Y54E2A.11b,eif-3.B
chrII,Y54E2A.12b.2,tbc-20
chrII,W01D2.3a,W01D2.3
chrII,W01D2.3b.1,W01D2.3
chrII,W01D2.8,W01D2.8
chrII,W01D2.9,W01D2.9
chrII,W01D2.6,W01D2.6
chrII,W01D2.5a.2,osta-3
chrII,W01D2.5b.1,osta-3
chrII,W01D2.1.2,W01D2.1
chrII,W01D2.2a.1,nhr-61
chrII,W01D2.2a.3,nhr-61
chrII,W01D2.2b.1,nhr-61
chrII,W01D2.2b.3,nhr-61
chrII,R05H10.6,cdh-7
chrII,R05H10.7,R05H10.7
chrII,R05H10.2.1,rbm-28
chrII,R05H10.5b.2,gpx-2
chrII,R05H10.5a.2,gpx-2
chrII,R05H10.3b,R05H10.3
chrII,Y53F4A.4,Y53F4A.4
chrII,R03C1.5,R03C1.5
chrII,R03C1.6,
chrII,R03C1.1a,R03C1.1
chrII,E01F3.1c,pde-3
chrII,E01F3.3,E01F3.3
chrII,E01F3.2b,mir-273
chrII,E01F3.1d,
chrII,Y53F4B.53,Y53F4B.53
chrII,Y53F4B.2,elo-9
chrII,Y53F4B.4b,nsun-5
chrII,Y53F4B.4c,
chrII,Y53F4B.5,Y53F4B.5
chrII,Y53F4B.49,21ur-12600
chrII,Y53F4B.43.2,Y53F4B.43
chrII,Y53F4B.7,Y53F4B.7
chrII,Y53F4B.44,Y53F4B.44
chrII,Y53F4B.9,Y53F4B.9
chrII,Y53F4B.11b,Y53F4B.11
chrII,Y53F4B.12a,Y53F4B.12
chrII,Y53F4B.47,Y53F4B.47
chrII,Y53F4B.13b,Y53F4B.13
chrII,Y53F4B.13d,Y53F4B.13
chrII,Y53F4B.14a,Y53F4B.14
chrII,Y53F4B.15,asc-1
chrII,Y53F4B.16,Y53F4B.16
chrII,Y53F4B.18,Y53F4B.18
chrII,Y53F4B.20,Y53F4B.20
chrII,Y53F4B.61,Y53F4B.61
chrII,Y53F4B.52,Y53F4B.52
chrII,Y53F4B.39a,Y53F4B.39
chrII,Y53F4B.38,Y53F4B.38
chrII,Y53F4B.22a.1,arp-1
chrII,Y53F4B.22b.1,arp-1
chrII,Y53F4B.23,Y53F4B.23
chrII,Y53F4B.62a,Y53F4B.62
chrII,Y53F4B.24,Y53F4B.24
chrII,Y53F4B.55,
chrII,Y53F4B.25b,Y53F4B.25
chrII,Y53F4B.27a,Y53F4B.27
chrII,Y53F4B.50,21ur-12457
chrII,Y53F4B.29.1,gst-26
chrII,Y53F4B.30,gst-27
chrII,Y53F4B.48,Y53F4B.48
chrII,Y53F4B.32,gst-29
chrII,Y53F4B.35,gst-31
chrII,Y53F4B.37,gst-32
chrII,Y1H11.2,gst-35
chrII,Y46E12BR.2,Y46E12BR.2
chrII,Y46E12BL.4f,spsb-1
chrII,Y46E12BL.4g,spsb-1
chrII,Y46E12BM.1,
chrII,Y46E12BL.4h,
chrII,Y46E12BL.11,Y46E12BL.11
chrII,Y46E12BL.2a,Y46E12BL.2
chrII,Y46E12BL.1,tig-3
chrII,Y46E12BL.5,Y46E12BL.5
chrII,Y46E12BL.8,Y46E12BL.8
chrII,Y46E12BL.9,Y46E12BL.9
chrII,2RSSE.4,2RSSE.4
chrII,2RSSE.1b,2RSSE.1
chrII,2RSSE.3,2RSSE.3
chrII,2RSSE.7,2RSSE.7
chrIV,Y43D4A.5a,Y43D4A.5
chrIV,Y43D4A.5c,Y43D4A.5
chrIV,Y55F3AM.2,
chrIV,T23E1.2,
chrIV,Y59E9AR.2,Y59E9AR.2
chrIV,Y40C5A.3b,Y40C5A.3
chrIV,Y40C5A.3d,Y40C5A.3
chrIV,Y40C5A.3f,Y40C5A.3
chrIV,Y40C5A.3h,Y40C5A.3
chrIV,Y40C5A.3j,Y40C5A.3
chrIV,Y40C5A.3l,Y40C5A.3
chrIV,Y40C5A.3n,Y40C5A.3
chrIV,Y40C5A.3p,Y40C5A.3
chrIV,F59B8.1a.2,
chrIV,F59B8.1d,
chrIV,F59B8.1a.1,
chrIV,C02F4.1,
chrIV,M04B2.7d,M04B2.7
chrIV,M04B2.7g,M04B2.7
chrIV,M04B2.7e,
chrIV,Y57G11C.31.2,
chrIV,T07A9.15,
chrIV,F56B3.4b,F56B3.4
chrIV,Y104H12D.2,
chrIV,F53H1.4b,
chrIV,Y77E11A.11a.2,
chrIV,Y41D4B.19c,
chrIV,Y48A5A.1.2,Y48A5A.1
chrIV,T04C4.1b,
chrIV,Y38F2AR.5a,tftc-1
chrIV,Y69A2AR.19a,Y69A2AR.19
chrIV,Y69A2AR.4,
chrIV,Y54G2A.41.1,Y54G2A.41
chrIV,Y54G2A.17b,
chrIV,M57.1,
chrIV,R08C7.12b,
chrIV,F28E10.1j,F28E10.1
chrIV,F28E10.1i,F28E10.1
chrIV,F28E10.1c,F28E10.1
chrIV,F28E10.1h,F28E10.1
chrIV,E03H12.6a,srz-24
chrIV,F41H10.3a,
chrIV,F41H10.3e,
chrIV,F41H10.3d.2,
chrIV,F41H10.3d.1,
chrIV,B0273.4c,unc-5
chrIV,H04M03.1,
chrIV,C46G7.4c,
chrIV,C46G7.4h,pqn-22
chrIV,C46G7.4j,pqn-22
chrIV,C46G7.4l,pqn-22
chrIV,C46G7.4n,pqn-22
chrIV,C46G7.4p,pqn-22
chrIV,C46G7.4r,pqn-22
chrIV,C46G7.4t,pqn-22
chrIV,C11D2.6b.1,
chrIV,C11D2.6c,
chrIV,C11D2.6i,
chrIV,C11D2.6m,
chrIV,C11D2.6e,
chrIV,C11D2.6g,
chrIV,C11D2.6j,
chrIV,C11D2.6n,
chrIV,Y73B6BL.38,
chrIV,C43G2.1b,
chrIV,R13A1.2d,kcc-1
chrIV,F55G1.8.2,
chrIV,F45E4.3b,tag-80
chrIV,Y42H9B.2,
chrIV,C49C8.5.1,C49C8.5
chrIV,C27B7.7a,C27B7.7
chrIV,F49C12.5,
chrIV,W08D2.7,
chrIV,Y43C5B.3,Y43C5B.3
chrIV,T25B9.3a,
chrIV,F13E9.6.1,sdz-13
chrIV,F13H10.6b,F13H10.6
chrIV,F13H10.2b,ndx-9
chrIV,H02I12.5,H02I12.5
chrIV,ZK809.9b,
chrIV,ZK822.4,ZK822.4
chrIV,K08E4.3b,
chrIV,JC8.13a,tag-115
chrIV,Y62E10A.5a,
chrIV,Y62E10A.5b.2,
chrIV,Y45F10A.6g,tbc-9
chrIV,Y45F10A.6c,tbc-9
chrIV,Y45F10D.13b,
chrIV,B0513.1b,
chrIV,T27E7.9,
chrIV,Y73F8A.25d,
chrIV,Y73F8A.25b,ntl-11
chrIV,Y51H4A.13,
chrIV,T28F3.6,ifta-2
chrIV,Y38C1AB.5,Y38C1AB.5
chrIV,Y38C1AB.3,Y38C1AB.3
chrIV,Y38C1AB.2,trpl-3
chrIV,Y38C1AB.8b,frm-5.1
chrIV,Y38C1AB.9,Y38C1AB.9
chrIV,T05C7.5,T05C7.5
chrIV,T05C7.7,T05C7.7
chrIV,T05C7.t1,T05C7.t1
chrIV,T05C7.9,T05C7.9
chrIV,B0545.3,scl-23
chrIV,B0545.1b.2,tpa-1
chrIV,B0545.4.1,B0545.4
chrIV,F29C4.4.2,F29C4.4
chrIV,F29C4.5,duo-2
chrIV,F29C4.6.1,tut-1
chrIV,F29C4.7a.1,grld-1
chrIV,F29C4.7c,grld-1
chrIV,F29C4.7b.2,grld-1
chrIV,F29C4.2,F29C4.2
chrIV,F29C4.1b,daf-1
chrIV,F29C4.8b,col-99
chrIV,F29C4.8d,col-99
chrIV,F29C4.11,F29C4.11
chrIV,F29C4.t1,F29C4.t1
chrIV,Y38C1AA.17,Y38C1AA.17
chrIV,Y38C1AA.9,Y38C1AA.9
chrIV,Y38C1AA.19,Y38C1AA.19
chrIV,Y38C1AA.5a,cutl-24
chrIV,Y38C1AA.5c,cutl-24
chrIV,Y38C1AA.4a,tcl-2
chrIV,Y38C1AA.3a,pnc-1
chrIV,Y38C1AA.15,Y38C1AA.15
chrIV,Y38C1AA.12b,Y38C1AA.12
chrIV,Y38C1AA.13,gfrp-1
chrIV,Y38C1AA.14b,Y38C1AA.14
chrIV,Y38C1AA.1c,Y38C1AA.1
chrIV,Y38C1AA.1b,Y38C1AA.1
chrIV,R02D3.3a,R02D3.3
chrIV,R02D3.4a,R02D3.4
chrIV,R02D3.4c,R02D3.4
chrIV,R02D3.2,cogc-8
chrIV,R02D3.1b,R02D3.1
chrIV,R02D3.7,R02D3.7
chrIV,T21D12.2a,dpy-9
chrIV,T21D12.3,pqbp-1.1
chrIV,T21D12.11,
chrIV,T21D12.13,
chrIV,T21D12.9a.2,
chrIV,T21D12.9a.1,
chrIV,T21D12.15,
chrIV,T21D12.7,
chrIV,K02D7.1a.2,
chrIV,K02D7.5,
chrIV,K02D7.7,
chrIV,K02D7.6,
chrIV,K02D7.t1,
chrIV,K02D7.3a,
chrIV,F18F11.4,
chrIV,F18F11.3a,
chrIV,F18F11.3c,
chrIV,F18F11.3e,
chrIV,F18F11.3g,
chrIV,F18F11.6,F18F11.6
chrIV,Y66H1B.2a,
chrIV,Y66H1B.2c.2,
chrIV,Y66H1B.2f,
chrIV,Y66H1B.2h,
chrIV,Y66H1B.2j,
chrIV,Y66H1B.2l,
chrIV,Y66H1B.2n,
chrIV,Y66H1B.2p,
chrIV,Y66H1B.2r,
chrIV,Y66H1B.2t,
chrIV,Y66H1B.2e,
chrIV,Y66H1B.4,
chrIV,T07A9.1b,
chrIV,T07A9.11.2,
chrIV,T07A9.13b,
chrIV,T07A9.2,
chrIV,T07A9.9a.3,nog-1
chrIV,T07A9.9c,nog-1
chrIV,T07A9.9a.2,nog-1
chrIV,T07A9.8,T07A9.8
chrIV,T07A9.3,kgb-1
chrIV,T07A9.17a,mir-5550
chrIV,T07A9.16,21ur-12468
chrIV,T07A9.12b,T07A9.12
chrIV,T07A9.5d,eri-1
chrIV,T07A9.5c,eri-1
chrIV,Y66H1A.4.2,Y66H1A.4
chrIV,Y66H1A.5,Y66H1A.5
chrIV,Y66H1A.6a,hum-8
chrIV,Y66H1A.3,mrpl-55
chrIV,Y66H1A.2b,dpm-1
chrIV,Y66H1A.8b,Y66H1A.8
chrIV,M04G7.1,M04G7.1
chrIV,M04G7.2b,M04G7.2
chrIV,M04G7.3b,M04G7.3
chrIV,W03G1.11,W03G1.11
chrIV,W03G1.6a,pig-1
chrIV,W03G1.6e,pig-1
chrIV,W03G1.6b,pig-1
chrIV,W03G1.6f,pig-1
chrIV,W03G1.7a,asm-3
chrIV,W03G1.10,W03G1.10
chrIV,W03G1.8,W03G1.8
chrIV,F09C11.1,F09C11.1
chrIV,F56A11.4a,F56A11.4
chrIV,F56A11.12,F56A11.12
chrIV,F56A11.11,F56A11.11
chrIV,F56A11.3,efn-4
chrIV,F56A11.10,F56A11.10
chrIV,F56A11.14,F56A11.14
chrIV,F56A11.5b,F56A11.5
chrIV,F56A11.6,F56A11.6
chrIV,C18H7.5,C18H7.5
chrIV,C18H7.4.1,C18H7.4
chrIV,C18H7.15,C18H7.15
chrIV,C18H7.7.2,C18H7.7
chrIV,C18H7.8,srt-59
chrIV,C18H7.3,col-102
chrIV,C18H7.2a,inx-18
chrIV,C18H7.2b.2,inx-18
chrIV,C18H7.1c,C18H7.1
chrIV,C05G6.t1,C05G6.t1
chrIV,C05G6.5,C05G6.5
chrIV,C05G6.1,nhr-76
chrIV,K11H12.9b,K11H12.9
chrIV,K11H12.14,
chrIV,K11H12.1,K11H12.1
chrIV,K11H12.12,K11H12.12
chrIV,K11H12.8a,K11H12.8
chrIV,K11H12.8c,K11H12.8
chrIV,K11H12.t1,K11H12.t1
chrIV,K11H12.6a,K11H12.6
chrIV,K11H12.11,K11H12.11
chrIV,K11H12.4,K11H12.4
chrIV,K11H12.5,K11H12.5
chrIV,F41A4.t1,F41A4.t1
chrIV,Y55F3C.17,Y55F3C.17
chrIV,Y55F3C.7b,cutl-26
chrIV,Y55F3C.10,Y55F3C.10
chrIV,Y55F3C.9b,Y55F3C.9
chrIV,Y55F3C.8,srt-24
chrIV,Y55F3C.16,linc-94
chrIV,Y55F3C.3c,kvs-5
chrIV,Y55F3C.14,
chrIV,Y55F3C.3e,
chrIV,Y55F3C.3g,
chrIV,Y55F3C.13,Y55F3C.13
chrIV,F56B3.10,gst-40
chrIV,F56B3.2,F56B3.2
chrIV,F56B3.9,F56B3.9
chrIV,F56B3.8b,mrpl-2
chrIV,F56B3.14,F56B3.14
chrIV,F56B3.15,
chrIV,F56B3.12,
chrIV,F56B3.11b,
chrIV,Y55F3BL.5,
chrIV,Y55F3BL.4,
chrIV,Y55F3BL.2a,
chrIV,Y55F3BR.19,
chrIV,Y55F3BR.18,
chrIV,Y55F3BR.5b,
chrIV,Y55F3BR.10,
chrIV,Y55F3BR.7,
chrIV,Y55F3BR.t1,
chrIV,Y55F3BR.4b,
chrIV,Y55F3BR.8b,
chrIV,Y55F3BR.2a,
